trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint
0-21,10:15:00,10:16:00,331,14,14,0,0,,1
0-21,10:15:00,10:16:00,331--224,15,15,0,0,,1
0-21,10:15:00,10:16:00,224,16,16,0,0,,1
0-21,10:15:00,10:16:00,224--004,17,17,0,0,,1
0-21,10:15:00,10:16:00,004,18,18,0,0,,1
0-21,10:15:00,10:16:00,004--334,19,19,0,0,,1
0-21,10:15:00,10:16:00,334,20,20,0,0,,1
0-22,10:30:00,10:31:00,3313,0,0,0,0,,1
0-22,10:30:00,10:31:00,3313--0013,1,1,0,0,,1
0-22,10:30:00,10:31:00,0013,2,2,0,0,,1
0-22,10:30:00,10:31:00,0013--2213,3,3,0,0,,1
0-22,10:30:00,10:31:00,2213,4,4,0,0,,1
0-22,10:30:00,10:31:00,2213--4411,5,5,0,0,,1
0-22,10:30:00,10:31:00,4411,6,6,0,0,,1
0-22,10:30:00,10:31:00,4411--110,7,7,0,0,,1
0-22,10:30:00,10:31:00,110,8,8,0,0,,1
0-22,10:30:00,10:31:00,110--000,9,9,0,0,,1
0-22,10:30:00,10:31:00,000,10,10,0,0,,1
0-22,10:30:00,10:31:00,000--220,11,11,0,0,,1
0-22,10:30:00,10:31:00,220,12,12,0,0,,1
0-22,10:30:00,10:31:00,220--331,13,13,0,0,,1
0-22,10:30:00,10:31:00,331,14,14,0,0,,1
0-22,10:30:00,10:31:00,331--224,15,15,0,0,,1
0-22,10:30:00,10:31:00,224,16,16,0,0,,1
0-22,10:30:00,10:31:00,224--004,17,17,0,0,,1
0-22,10:30:00,10:31:00,004,18,18,0,0,,1
0-22,10:30:00,10:31:00,004--334,19,19,0,0,,1
0-22,10:30:00,10:31:00,334,20,20,0,0,,1
0-23,10:45:00,10:46:00,3313,0,0,0,0,,1
0-23,10:45:00,10:46:00,3313--0013,1,1,0,0,,1
0-23,10:45:00,10:46:00,0013,2,2,0,0,,1
0-23,10:45:00,10:46:00,0013--2213,3,3,0,0,,1
0-23,10:45:00,10:46:00,2213,4,4,0,0,,1
0-23,10:45:00,10:46:00,2213--4411,5,5,0,0,,1
0-23,10:45:00,10:46:00,4411,6,6,0,0,,1
0-23,10:45:00,10:46:00,4411--110,7,7,0,0,,1
0-23,10:45:00,10:46:00,110,8,8,0,0,,1
0-23,10:45:00,10:46:00,110--000,9,9,0,0,,1
0-23,10:45:00,10:46:00,000,10,10,0,0,,1
0-23,10:45:00,10:46:00,000--220,11,11,0,0,,1
0-23,10:45:00,10:46:00,220,12,12,0,0,,1
0-23,10:45:00,10:46:00,220--331,13,13,0,0,,1
0-23,10:45:00,10:46:00,331,14,14,0,0,,1
0-23,10:45:00,10:46:00,331--224,15,15,0,0,,1
0-23,10:45:00,10:46:00,224,16,16,0,0,,1
0-23,10:45:00,10:46:00,224--004,17,17,0,0,,1
0-23,10:45:00,10:46:00,004,18,18,0,0,,1
0-23,10:45:00,10:46:00,004--334,19,19,0,0,,1
0-23,10:45:00,10:46:00,334,20,20,0,0,,1
0-24,11:00:00,11:01:00,3313,0,0,0,0,,1
0-24,11:00:00,11:01:00,3313--0013,1,1,0,0,,1
0-24,11:00:00,11:01:00,0013,2,2,0,0,,1
0-24,11:00:00,11:01:00,0013--2213,3,3,0,0,,1
0-24,11:00:00,11:01:00,2213,4,4,0,0,,1
0-24,11:00:00,11:01:00,2213--4411,5,5,0,0,,1
0-24,11:00:00,11:01:00,4411,6,6,0,0,,1
0-24,11:00:00,11:01:00,4411--110,7,7,0,0,,1
0-24,11:00:00,11:01:00,110,8,8,0,0,,1
0-24,11:00:00,11:01:00,110--000,9,9,0,0,,1
0-24,11:00:00,11:01:00,000,10,10,0,0,,1
0-24,11:00:00,11:01:00,000--220,11,11,0,0,,1
0-24,11:00:00,11:01:00,220,12,12,0,0,,1
0-24,11:00:00,11:01:00,220--331,13,13,0,0,,1
0-24,11:00:00,11:01:00,331,14,14,0,0,,1
0-24,11:00:00,11:01:00,331--224,15,15,0,0,,1
0-24,11:00:00,11:01:00,224,16,16,0,0,,1
0-24,11:00:00,11:01:00,224--004,17,17,0,0,,1
0-24,11:00:00,11:01:00,004,18,18,0,0,,1
0-24,11:00:00,11:01:00,004--334,19,19,0,0,,1
0-24,11:00:00,11:01:00,334,20,20,0,0,,1
0-25,11:15:00,11:16:00,3313,0,0,0,0,,1
0-25,11:15:00,11:16:00,3313--0013,1,1,0,0,,1
0-25,11:15:00,11:16:00,0013,2,2,0,0,,1
0-25,11:15:00,11:16:00,0013--2213,3,3,0,0,,1
0-25,11:15:00,11:16:00,2213,4,4,0,0,,1
0-25,11:15:00,11:16:00,2213--4411,5,5,0,0,,1
0-25,11:15:00,11:16:00,4411,6,6,0,0,,1
0-25,11:15:00,11:16:00,4411--110,7,7,0,0,,1
0-25,11:15:00,11:16:00,110,8,8,0,0,,1
0-25,11:15:00,11:16:00,110--000,9,9,0,0,,1
0-25,11:15:00,11:16:00,000,10,10,0,0,,1
0-25,11:15:00,11:16:00,000--220,11,11,0,0,,1
0-25,11:15:00,11:16:00,220,12,12,0,0,,1
0-25,11:15:00,11:16:00,220--331,13,13,0,0,,1
0-25,11:15:00,11:16:00,331,14,14,0,0,,1
0-25,11:15:00,11:16:00,331--224,15,15,0,0,,1
0-25,11:15:00,11:16:00,224,16,16,0,0,,1
0-25,11:15:00,11:16:00,224--004,17,17,0,0,,1
0-25,11:15:00,11:16:00,004,18,18,0,0,,1
0-25,11:15:00,11:16:00,004--334,19,19,0,0,,1
0-25,11:15:00,11:16:00,334,20,20,0,0,,1
0-26,11:30:00,11:31:00,3313,0,0,0,0,,1
0-26,11:30:00,11:31:00,3313--0013,1,1,0,0,,1
0-26,11:30:00,11:31:00,0013,2,2,0,0,,1
0-26,11:30:00,11:31:00,0013--2213,3,3,0,0,,1
0-26,11:30:00,11:31:00,2213,4,4,0,0,,1
0-26,11:30:00,11:31:00,2213--4411,5,5,0,0,,1
0-26,11:30:00,11:31:00,4411,6,6,0,0,,1
0-26,11:30:00,11:31:00,4411--110,7,7,0,0,,1
0-26,11:30:00,11:31:00,110,8,8,0,0,,1
0-26,11:30:00,11:31:00,110--000,9,9,0,0,,1
0-26,11:30:00,11:31:00,000,10,10,0,0,,1
0-26,11:30:00,11:31:00,000--220,11,11,0,0,,1
0-26,11:30:00,11:31:00,220,12,12,0,0,,1
0-26,11:30:00,11:31:00,220--331,13,13,0,0,,1
0-26,11:30:00,11:31:00,331,14,14,0,0,,1
0-26,11:30:00,11:31:00,331--224,15,15,0,0,,1
0-26,11:30:00,11:31:00,224,16,16,0,0,,1
0-26,11:30:00,11:31:00,224--004,17,17,0,0,,1
0-26,11:30:00,11:31:00,004,18,18,0,0,,1
0-26,11:30:00,11:31:00,004--334,19,19,0,0,,1
0-26,11:30:00,11:31:00,334,20,20,0,0,,1
0-27,11:45:00,11:46:00,3313,0,0,0,0,,1
0-27,11:45:00,11:46:00,3313--0013,1,1,0,0,,1
0-27,11:45:00,11:46:00,0013,2,2,0,0,,1
0-27,11:45:00,11:46:00,0013--2213,3,3,0,0,,1
0-27,11:45:00,11:46:00,2213,4,4,0,0,,1
0-27,11:45:00,11:46:00,2213--4411,5,5,0,0,,1
0-27,11:45:00,11:46:00,4411,6,6,0,0,,1
0-27,11:45:00,11:46:00,4411--110,7,7,0,0,,1
0-27,11:45:00,11:46:00,110,8,8,0,0,,1
0-27,11:45:00,11:46:00,110--000,9,9,0,0,,1
0-27,11:45:00,11:46:00,000,10,10,0,0,,1
0-27,11:45:00,11:46:00,000--220,11,11,0,0,,1
0-27,11:45:00,11:46:00,220,12,12,0,0,,1
0-27,11:45:00,11:46:00,220--331,13,13,0,0,,1
0-27,11:45:00,11:46:00,331,14,14,0,0,,1
0-27,11:45:00,11:46:00,331--224,15,15,0,0,,1
0-27,11:45:00,11:46:00,224,16,16,0,0,,1
0-27,11:45:00,11:46:00,224--004,17,17,0,0,,1
0-27,11:45:00,11:46:00,004,18,18,0,0,,1
0-27,11:45:00,11:46:00,004--334,19,19,0,0,,1
0-27,11:45:00,11:46:00,334,20,20,0,0,,1
0-28,12:00:00,12:01:00,3313,0,0,0,0,,1
0-28,12:00:00,12:01:00,3313--0013,1,1,0,0,,1
0-28,12:00:00,12:01:00,0013,2,2,0,0,,1
0-28,12:00:00,12:01:00,0013--2213,3,3,0,0,,1
0-28,12:00:00,12:01:00,2213,4,4,0,0,,1
0-28,12:00:00,12:01:00,2213--4411,5,5,0,0,,1
0-28,12:00:00,12:01:00,4411,6,6,0,0,,1
0-28,12:00:00,12:01:00,4411--110,7,7,0,0,,1
0-28,12:00:00,12:01:00,110,8,8,0,0,,1
0-28,12:00:00,12:01:00,110--000,9,9,0,0,,1
0-28,12:00:00,12:01:00,000,10,10,0,0,,1
0-28,12:00:00,12:01:00,000--220,11,11,0,0,,1
0-28,12:00:00,12:01:00,220,12,12,0,0,,1
0-28,12:00:00,12:01:00,220--331,13,13,0,0,,1
0-28,12:00:00,12:01:00,331,14,14,0,0,,1
0-28,12:00:00,12:01:00,331--224,15,15,0,0,,1
0-28,12:00:00,12:01:00,224,16,16,0,0,,1
0-28,12:00:00,12:01:00,224--004,17,17,0,0,,1
0-28,12:00:00,12:01:00,004,18,18,0,0,,1
0-28,12:00:00,12:01:00,004--334,19,19,0,0,,1
0-28,12:00:00,12:01:00,334,20,20,0,0,,1
0-29,12:15:00,12:16:00,3313,0,0,0,0,,1
0-29,12:15:00,12:16:00,3313--0013,1,1,0,0,,1
0-29,12:15:00,12:16:00,0013,2,2,0,0,,1
0-29,12:15:00,12:16:00,0013--2213,3,3,0,0,,1
0-29,12:15:00,12:16:00,2213,4,4,0,0,,1
0-29,12:15:00,12:16:00,2213--4411,5,5,0,0,,1
0-29,12:15:00,12:16:00,4411,6,6,0,0,,1
0-29,12:15:00,12:16:00,4411--110,7,7,0,0,,1
0-29,12:15:00,12:16:00,110,8,8,0,0,,1
0-29,12:15:00,12:16:00,110--000,9,9,0,0,,1
0-29,12:15:00,12:16:00,000,10,10,0,0,,1
0-29,12:15:00,12:16:00,000--220,11,11,0,0,,1
0-29,12:15:00,12:16:00,220,12,12,0,0,,1
0-29,12:15:00,12:16:00,220--331,13,13,0,0,,1
0-29,12:15:00,12:16:00,331,14,14,0,0,,1
0-29,12:15:00,12:16:00,331--224,15,15,0,0,,1
0-29,12:15:00,12:16:00,224,16,16,0,0,,1
0-29,12:15:00,12:16:00,224--004,17,17,0,0,,1
0-29,12:15:00,12:16:00,004,18,18,0,0,,1
0-29,12:15:00,12:16:00,004--334,19,19,0,0,,1
0-29,12:15:00,12:16:00,334,20,20,0,0,,1
0-30,12:30:00,12:31:00,3313,0,0,0,0,,1
0-30,12:30:00,12:31:00,3313--0013,1,1,0,0,,1
0-30,12:30:00,12:31:00,0013,2,2,0,0,,1
0-30,12:30:00,12:31:00,0013--2213,3,3,0,0,,1
0-30,12:30:00,12:31:00,2213,4,4,0,0,,1
0-30,12:30:00,12:31:00,2213--4411,5,5,0,0,,1
0-30,12:30:00,12:31:00,4411,6,6,0,0,,1
0-30,12:30:00,12:31:00,4411--110,7,7,0,0,,1
0-30,12:30:00,12:31:00,110,8,8,0,0,,1
0-30,12:30:00,12:31:00,110--000,9,9,0,0,,1
0-30,12:30:00,12:31:00,000,10,10,0,0,,1
0-30,12:30:00,12:31:00,000--220,11,11,0,0,,1
0-30,12:30:00,12:31:00,220,12,12,0,0,,1
0-30,12:30:00,12:31:00,220--331,13,13,0,0,,1
0-30,12:30:00,12:31:00,331,14,14,0,0,,1
0-30,12:30:00,12:31:00,331--224,15,15,0,0,,1
0-30,12:30:00,12:31:00,224,16,16,0,0,,1
0-30,12:30:00,12:31:00,224--004,17,17,0,0,,1
0-30,12:30:00,12:31:00,004,18,18,0,0,,1
0-30,12:30:00,12:31:00,004--334,19,19,0,0,,1
0-30,12:30:00,12:31:00,334,20,20,0,0,,1
0-31,12:45:00,12:46:00,3313,0,0,0,0,,1
0-31,12:45:00,12:46:00,3313--0013,1,1,0,0,,1
0-31,12:45:00,12:46:00,0013,2,2,0,0,,1
0-31,12:45:00,12:46:00,0013--2213,3,3,0,0,,1
0-31,12:45:00,12:46:00,2213,4,4,0,0,,1
0-31,12:45:00,12:46:00,2213--4411,5,5,0,0,,1
0-31,12:45:00,12:46:00,4411,6,6,0,0,,1
0-31,12:45:00,12:46:00,4411--110,7,7,0,0,,1
0-31,12:45:00,12:46:00,110,8,8,0,0,,1
0-31,12:45:00,12:46:00,110--000,9,9,0,0,,1
0-31,12:45:00,12:46:00,000,10,10,0,0,,1
0-31,12:45:00,12:46:00,000--220,11,11,0,0,,1
0-31,12:45:00,12:46:00,220,12,12,0,0,,1
0-31,12:45:00,12:46:00,220--331,13,13,0,0,,1
0-31,12:45:00,12:46:00,331,14,14,0,0,,1
0-31,12:45:00,12:46:00,331--224,15,15,0,0,,1
0-31,12:45:00,12:46:00,224,16,16,0,0,,1
0-31,12:45:00,12:46:00,224--004,17,17,0,0,,1
0-31,12:45:00,12:46:00,004,18,18,0,0,,1
0-31,12:45:00,12:46:00,004--334,19,19,0,0,,1
0-31,12:45:00,12:46:00,334,20,20,0,0,,1
0-32,13:00:00,13:01:00,3313,0,0,0,0,,1
0-32,13:00:00,13:01:00,3313--0013,1,1,0,0,,1
0-32,13:00:00,13:01:00,0013,2,2,0,0,,1
0-32,13:00:00,13:01:00,0013--2213,3,3,0,0,,1
0-32,13:00:00,13:01:00,2213,4,4,0,0,,1
0-32,13:00:00,13:01:00,2213--4411,5,5,0,0,,1
0-32,13:00:00,13:01:00,4411,6,6,0,0,,1
0-32,13:00:00,13:01:00,4411--110,7,7,0,0,,1
0-32,13:00:00,13:01:00,110,8,8,0,0,,1
0-32,13:00:00,13:01:00,110--000,9,9,0,0,,1
0-32,13:00:00,13:01:00,000,10,10,0,0,,1
0-32,13:00:00,13:01:00,000--220,11,11,0,0,,1
0-32,13:00:00,13:01:00,220,12,12,0,0,,1
0-32,13:00:00,13:01:00,220--331,13,13,0,0,,1
0-32,13:00:00,13:01:00,331,14,14,0,0,,1
0-32,13:00:00,13:01:00,331--224,15,15,0,0,,1
0-32,13:00:00,13:01:00,224,16,16,0,0,,1
0-32,13:00:00,13:01:00,224--004,17,17,0,0,,1
0-32,13:00:00,13:01:00,004,18,18,0,0,,1
0-32,13:00:00,13:01:00,004--334,19,19,0,0,,1
0-32,13:00:00,13:01:00,334,20,20,0,0,,1
0-33,13:15:00,13:16:00,3313,0,0,0,0,,1
0-33,13:15:00,13:16:00,3313--0013,1,1,0,0,,1
0-33,13:15:00,13:16:00,0013,2,2,0,0,,1
0-33,13:15:00,13:16:00,0013--2213,3,3,0,0,,1
0-33,13:15:00,13:16:00,2213,4,4,0,0,,1
0-33,13:15:00,13:16:00,2213--4411,5,5,0,0,,1
0-33,13:15:00,13:16:00,4411,6,6,0,0,,1
0-33,13:15:00,13:16:00,4411--110,7,7,0,0,,1
0-33,13:15:00,13:16:00,110,8,8,0,0,,1
0-33,13:15:00,13:16:00,110--000,9,9,0,0,,1
0-33,13:15:00,13:16:00,000,10,10,0,0,,1
0-33,13:15:00,13:16:00,000--220,11,11,0,0,,1
0-33,13:15:00,13:16:00,220,12,12,0,0,,1
0-33,13:15:00,13:16:00,220--331,13,13,0,0,,1
0-33,13:15:00,13:16:00,331,14,14,0,0,,1
0-33,13:15:00,13:16:00,331--224,15,15,0,0,,1
0-33,13:15:00,13:16:00,224,16,16,0,0,,1
0-33,13:15:00,13:16:00,224--004,17,17,0,0,,1
0-33,13:15:00,13:16:00,004,18,18,0,0,,1
0-33,13:15:00,13:16:00,004--334,19,19,0,0,,1
0-33,13:15:00,13:16:00,334,20,20,0,0,,1
0-34,13:30:00,13:31:00,3313,0,0,0,0,,1
0-34,13:30:00,13:31:00,3313--0013,1,1,0,0,,1
0-34,13:30:00,13:31:00,0013,2,2,0,0,,1
0-34,13:30:00,13:31:00,0013--2213,3,3,0,0,,1
0-34,13:30:00,13:31:00,2213,4,4,0,0,,1
0-34,13:30:00,13:31:00,2213--4411,5,5,0,0,,1
0-34,13:30:00,13:31:00,4411,6,6,0,0,,1
0-34,13:30:00,13:31:00,4411--110,7,7,0,0,,1
0-34,13:30:00,13:31:00,110,8,8,0,0,,1
0-34,13:30:00,13:31:00,110--000,9,9,0,0,,1
0-34,13:30:00,13:31:00,000,10,10,0,0,,1
0-34,13:30:00,13:31:00,000--220,11,11,0,0,,1
0-34,13:30:00,13:31:00,220,12,12,0,0,,1
0-34,13:30:00,13:31:00,220--331,13,13,0,0,,1
0-34,13:30:00,13:31:00,331,14,14,0,0,,1
0-34,13:30:00,13:31:00,331--224,15,15,0,0,,1
0-34,13:30:00,13:31:00,224,16,16,0,0,,1
0-34,13:30:00,13:31:00,224--004,17,17,0,0,,1
0-34,13:30:00,13:31:00,004,18,18,0,0,,1
0-34,13:30:00,13:31:00,004--334,19,19,0,0,,1
0-34,13:30:00,13:31:00,334,20,20,0,0,,1
0-35,13:45:00,13:46:00,3313,0,0,0,0,,1
0-35,13:45:00,13:46:00,3313--0013,1,1,0,0,,1
0-35,13:45:00,13:46:00,0013,2,2,0,0,,1
0-35,13:45:00,13:46:00,0013--2213,3,3,0,0,,1
0-35,13:45:00,13:46:00,2213,4,4,0,0,,1
0-35,13:45:00,13:46:00,2213--4411,5,5,0,0,,1
0-35,13:45:00,13:46:00,4411,6,6,0,0,,1
0-35,13:45:00,13:46:00,4411--110,7,7,0,0,,1
0-35,13:45:00,13:46:00,110,8,8,0,0,,1
0-35,13:45:00,13:46:00,110--000,9,9,0,0,,1
0-35,13:45:00,13:46:00,000,10,10,0,0,,1
0-35,13:45:00,13:46:00,000--220,11,11,0,0,,1
0-35,13:45:00,13:46:00,220,12,12,0,0,,1
0-35,13:45:00,13:46:00,220--331,13,13,0,0,,1
0-35,13:45:00,13:46:00,331,14,14,0,0,,1
0-35,13:45:00,13:46:00,331--224,15,15,0,0,,1
0-35,13:45:00,13:46:00,224,16,16,0,0,,1
0-35,13:45:00,13:46:00,224--004,17,17,0,0,,1
0-35,13:45:00,13:46:00,004,18,18,0,0,,1
0-35,13:45:00,13:46:00,004--334,19,19,0,0,,1
0-35,13:45:00,13:46:00,334,20,20,0,0,,1
0-36,14:00:00,14:01:00,3313,0,0,0,0,,1
0-36,14:00:00,14:01:00,3313--0013,1,1,0,0,,1
0-36,14:00:00,14:01:00,0013,2,2,0,0,,1
0-36,14:00:00,14:01:00,0013--2213,3,3,0,0,,1
0-36,14:00:00,14:01:00,2213,4,4,0,0,,1
0-36,14:00:00,14:01:00,2213--4411,5,5,0,0,,1
0-36,14:00:00,14:01:00,4411,6,6,0,0,,1
0-36,14:00:00,14:01:00,4411--110,7,7,0,0,,1
0-36,14:00:00,14:01:00,110,8,8,0,0,,1
0-36,14:00:00,14:01:00,110--000,9,9,0,0,,1
0-36,14:00:00,14:01:00,000,10,10,0,0,,1
0-36,14:00:00,14:01:00,000--220,11,11,0,0,,1
0-36,14:00:00,14:01:00,220,12,12,0,0,,1
0-36,14:00:00,14:01:00,220--331,13,13,0,0,,1
0-36,14:00:00,14:01:00,331,14,14,0,0,,1
0-36,14:00:00,14:01:00,331--224,15,15,0,0,,1
0-36,14:00:00,14:01:00,224,16,16,0,0,,1
0-36,14:00:00,14:01:00,224--004,17,17,0,0,,1
0-36,14:00:00,14:01:00,004,18,18,0,0,,1
0-36,14:00:00,14:01:00,004--334,19,19,0,0,,1
0-36,14:00:00,14:01:00,334,20,20,0,0,,1
0-37,14:15:00,14:16:00,3313,0,0,0,0,,1
0-37,14:15:00,14:16:00,3313--0013,1,1,0,0,,1
0-37,14:15:00,14:16:00,0013,2,2,0,0,,1
0-37,14:15:00,14:16:00,0013--2213,3,3,0,0,,1
0-37,14:15:00,14:16:00,2213,4,4,0,0,,1
0-37,14:15:00,14:16:00,2213--4411,5,5,0,0,,1
0-37,14:15:00,14:16:00,4411,6,6,0,0,,1
0-37,14:15:00,14:16:00,4411--110,7,7,0,0,,1
0-37,14:15:00,14:16:00,110,8,8,0,0,,1
0-37,14:15:00,14:16:00,110--000,9,9,0,0,,1
0-37,14:15:00,14:16:00,000,10,10,0,0,,1
0-37,14:15:00,14:16:00,000--220,11,11,0,0,,1
0-37,14:15:00,14:16:00,220,12,12,0,0,,1
0-37,14:15:00,14:16:00,220--331,13,13,0,0,,1
0-37,14:15:00,14:16:00,331,14,14,0,0,,1
0-37,14:15:00,14:16:00,331--224,15,15,0,0,,1
0-37,14:15:00,14:16:00,224,16,16,0,0,,1
0-37,14:15:00,14:16:00,224--004,17,17,0,0,,1
0-37,14:15:00,14:16:00,004,18,18,0,0,,1
0-37,14:15:00,14:16:00,004--334,19,19,0,0,,1
0-37,14:15:00,14:16:00,334,20,20,0,0,,1
0-38,14:30:00,14:31:00,3313,0,0,0,0,,1
0-38,14:30:00,14:31:00,3313--0013,1,1,0,0,,1
0-38,14:30:00,14:31:00,0013,2,2,0,0,,1
0-38,14:30:00,14:31:00,0013--2213,3,3,0,0,,1
0-38,14:30:00,14:31:00,2213,4,4,0,0,,1
0-38,14:30:00,14:31:00,2213--4411,5,5,0,0,,1
0-38,14:30:00,14:31:00,4411,6,6,0,0,,1
0-38,14:30:00,14:31:00,4411--110,7,7,0,0,,1
0-38,14:30:00,14:31:00,110,8,8,0,0,,1
0-38,14:30:00,14:31:00,110--000,9,9,0,0,,1
0-38,14:30:00,14:31:00,000,10,10,0,0,,1
0-38,14:30:00,14:31:00,000--220,11,11,0,0,,1
0-38,14:30:00,14:31:00,220,12,12,0,0,,1
0-38,14:30:00,14:31:00,220--331,13,13,0,0,,1
0-38,14:30:00,14:31:00,331,14,14,0,0,,1
0-38,14:30:00,14:31:00,331--224,15,15,0,0,,1
0-38,14:30:00,14:31:00,224,16,16,0,0,,1
0-38,14:30:00,14:31:00,224--004,17,17,0,0,,1
0-38,14:30:00,14:31:00,004,18,18,0,0,,1
0-38,14:30:00,14:31:00,004--334,19,19,0,0,,1
0-38,14:30:00,14:31:00,334,20,20,0,0,,1
0-39,14:45:00,14:46:00,3313,0,0,0,0,,1
0-39,14:45:00,14:46:00,3313--0013,1,1,0,0,,1
0-39,14:45:00,14:46:00,0013,2,2,0,0,,1
0-39,14:45:00,14:46:00,0013--2213,3,3,0,0,,1
0-39,14:45:00,14:46:00,2213,4,4,0,0,,1
0-39,14:45:00,14:46:00,2213--4411,5,5,0,0,,1
0-39,14:45:00,14:46:00,4411,6,6,0,0,,1
0-39,14:45:00,14:46:00,4411--110,7,7,0,0,,1
0-39,14:45:00,14:46:00,110,8,8,0,0,,1
0-39,14:45:00,14:46:00,110--000,9,9,0,0,,1
0-39,14:45:00,14:46:00,000,10,10,0,0,,1
0-39,14:45:00,14:46:00,000--220,11,11,0,0,,1
0-39,14:45:00,14:46:00,220,12,12,0,0,,1
0-39,14:45:00,14:46:00,220--331,13,13,0,0,,1
0-39,14:45:00,14:46:00,331,14,14,0,0,,1
0-39,14:45:00,14:46:00,331--224,15,15,0,0,,1
0-39,14:45:00,14:46:00,224,16,16,0,0,,1
0-39,14:45:00,14:46:00,224--004,17,17,0,0,,1
0-39,14:45:00,14:46:00,004,18,18,0,0,,1
0-39,14:45:00,14:46:00,004--334,19,19,0,0,,1
0-39,14:45:00,14:46:00,334,20,20,0,0,,1
0-40,15:00:00,15:01:00,3313,0,0,0,0,,1
0-40,15:00:00,15:01:00,3313--0013,1,1,0,0,,1
0-40,15:00:00,15:01:00,0013,2,2,0,0,,1
0-40,15:00:00,15:01:00,0013--2213,3,3,0,0,,1
0-40,15:00:00,15:01:00,2213,4,4,0,0,,1
0-40,15:00:00,15:01:00,2213--4411,5,5,0,0,,1
0-40,15:00:00,15:01:00,4411,6,6,0,0,,1
0-40,15:00:00,15:01:00,4411--110,7,7,0,0,,1
0-40,15:00:00,15:01:00,110,8,8,0,0,,1
0-40,15:00:00,15:01:00,110--000,9,9,0,0,,1
0-40,15:00:00,15:01:00,000,10,10,0,0,,1
0-40,15:00:00,15:01:00,000--220,11,11,0,0,,1
0-40,15:00:00,15:01:00,220,12,12,0,0,,1
0-40,15:00:00,15:01:00,220--331,13,13,0,0,,1
0-40,15:00:00,15:01:00,331,14,14,0,0,,1
0-40,15:00:00,15:01:00,331--224,15,15,0,0,,1
0-40,15:00:00,15:01:00,224,16,16,0,0,,1
0-40,15:00:00,15:01:00,224--004,17,17,0,0,,1
0-40,15:00:00,15:01:00,004,18,18,0,0,,1
0-40,15:00:00,15:01:00,004--334,19,19,0,0,,1
0-40,15:00:00,15:01:00,334,20,20,0,0,,1
0-41,15:15:00,15:16:00,3313,0,0,0,0,,1
0-41,15:15:00,15:16:00,3313--0013,1,1,0,0,,1
0-41,15:15:00,15:16:00,0013,2,2,0,0,,1
0-41,15:15:00,15:16:00,0013--2213,3,3,0,0,,1
0-41,15:15:00,15:16:00,2213,4,4,0,0,,1
0-41,15:15:00,15:16:00,2213--4411,5,5,0,0,,1
0-41,15:15:00,15:16:00,4411,6,6,0,0,,1
0-41,15:15:00,15:16:00,4411--110,7,7,0,0,,1
0-41,15:15:00,15:16:00,110,8,8,0,0,,1
0-41,15:15:00,15:16:00,110--000,9,9,0,0,,1
0-41,15:15:00,15:16:00,000,10,10,0,0,,1
0-41,15:15:00,15:16:00,000--220,11,11,0,0,,1
0-41,15:15:00,15:16:00,220,12,12,0,0,,1
0-41,15:15:00,15:16:00,220--331,13,13,0,0,,1
0-41,15:15:00,15:16:00,331,14,14,0,0,,1
0-41,15:15:00,15:16:00,331--224,15,15,0,0,,1
0-41,15:15:00,15:16:00,224,16,16,0,0,,1
0-41,15:15:00,15:16:00,224--004,17,17,0,0,,1
0-41,15:15:00,15:16:00,004,18,18,0,0,,1
0-41,15:15:00,15:16:00,004--334,19,19,0,0,,1
0-41,15:15:00,15:16:00,334,20,20,0,0,,1
0-42,15:30:00,15:31:00,3313,0,0,0,0,,1
0-42,15:30:00,15:31:00,3313--0013,1,1,0,0,,1
0-42,15:30:00,15:31:00,0013,2,2,0,0,,1
0-42,15:30:00,15:31:00,0013--2213,3,3,0,0,,1
0-42,15:30:00,15:31:00,2213,4,4,0,0,,1
0-42,15:30:00,15:31:00,2213--4411,5,5,0,0,,1
0-42,15:30:00,15:31:00,4411,6,6,0,0,,1
0-42,15:30:00,15:31:00,4411--110,7,7,0,0,,1
0-42,15:30:00,15:31:00,110,8,8,0,0,,1
0-42,15:30:00,15:31:00,110--000,9,9,0,0,,1
0-42,15:30:00,15:31:00,000,10,10,0,0,,1
0-42,15:30:00,15:31:00,000--220,11,11,0,0,,1
0-42,15:30:00,15:31:00,220,12,12,0,0,,1
0-42,15:30:00,15:31:00,220--331,13,13,0,0,,1
0-42,15:30:00,15:31:00,331,14,14,0,0,,1
0-42,15:30:00,15:31:00,331--224,15,15,0,0,,1
0-42,15:30:00,15:31:00,224,16,16,0,0,,1
0-42,15:30:00,15:31:00,224--004,17,17,0,0,,1
0-42,15:30:00,15:31:00,004,18,18,0,0,,1
0-42,15:30:00,15:31:00,004--334,19,19,0,0,,1
0-42,15:30:00,15:31:00,334,20,20,0,0,,1
0-43,15:45:00,15:46:00,3313,0,0,0,0,,1
0-43,15:45:00,15:46:00,3313--0013,1,1,0,0,,1
0-43,15:45:00,15:46:00,0013,2,2,0,0,,1
0-43,15:45:00,15:46:00,0013--2213,3,3,0,0,,1
0-43,15:45:00,15:46:00,2213,4,4,0,0,,1
0-43,15:45:00,15:46:00,2213--4411,5,5,0,0,,1
0-43,15:45:00,15:46:00,4411,6,6,0,0,,1
0-43,15:45:00,15:46:00,4411--110,7,7,0,0,,1
0-43,15:45:00,15:46:00,110,8,8,0,0,,1
